CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
564.0,36.0,4.0,0.0,2.0,1.0,1.0,55775.72,0.0,0,1,1,0,0
717.0,36.0,7.0,0.0,2.0,1.0,0.0,158049.9,0.0,0,1,0,0,1
635.0,52.0,1.0,0.0,1.0,1.0,0.0,126253.31,1.0,1,0,1,0,0
678.0,36.0,1.0,0.0,1.0,1.0,0.0,146785.44,1.0,0,1,1,0,0
708.0,30.0,4.0,0.0,2.0,1.0,1.0,161579.85,0.0,1,0,1,0,0
587.0,48.0,7.0,0.0,2.0,0.0,1.0,136858.26,0.0,0,1,1,0,0
806.0,36.0,1.0,133656.91,1.0,1.0,1.0,85422.62,0.0,1,0,1,0,0
775.0,36.0,9.0,151772.63,1.0,1.0,1.0,93550.53,0.0,0,1,0,0,1
637.0,41.0,2.0,130170.82,2.0,1.0,0.0,57926.18,0.0,0,1,0,1,0
633.0,34.0,1.0,0.0,2.0,1.0,1.0,146517.71,0.0,1,0,1,0,0
659.0,28.0,2.0,0.0,2.0,1.0,0.0,176743.51,0.0,0,1,1,0,0
576.0,41.0,5.0,0.0,2.0,1.0,1.0,162599.51,0.0,1,0,1,0,0
549.0,35.0,5.0,0.0,2.0,1.0,0.0,127569.8,0.0,0,1,0,0,1
710.0,34.0,4.0,0.0,2.0,0.0,1.0,105570.44,0.0,1,0,1,0,0
697.0,36.0,8.0,118788.57,2.0,1.0,1.0,103726.71,0.0,0,1,0,1,0
726.0,31.0,2.0,145537.21,1.0,1.0,1.0,174434.06,0.0,0,1,1,0,0
585.0,33.0,8.0,0.0,2.0,1.0,1.0,108675.01,0.0,0,1,1,0,0
693.0,37.0,7.0,152760.24,2.0,0.0,0.0,161076.92,0.0,1,0,0,0,1
850.0,40.0,5.0,0.0,1.0,0.0,0.0,180344.69,0.0,1,0,1,0,0
630.0,58.0,4.0,131645.43,1.0,1.0,0.0,52861.89,1.0,1,0,0,1,0
712.0,35.0,5.0,136855.24,2.0,1.0,0.0,136497.28,0.0,1,0,0,1,0
648.0,30.0,1.0,0.0,2.0,0.0,1.0,172668.39,0.0,1,0,0,0,1
438.0,36.0,1.0,162261.01,1.0,1.0,0.0,127734.16,0.0,1,0,1,0,0
560.0,43.0,1.0,103711.56,1.0,1.0,0.0,103563.23,1.0,1,0,0,1,0
592.0,45.0,0.0,139196.0,1.0,1.0,1.0,92357.21,1.0,1,0,1,0,0
691.0,37.0,8.0,0.0,2.0,1.0,1.0,63737.19,0.0,1,0,1,0,0
549.0,52.0,2.0,97041.16,1.0,1.0,0.0,76611.48,1.0,1,0,0,1,0
645.0,42.0,10.0,127559.97,1.0,1.0,1.0,172865.43,1.0,0,1,1,0,0
678.0,36.0,8.0,0.0,2.0,1.0,0.0,136050.44,0.0,0,1,1,0,0
695.0,41.0,0.0,0.0,1.0,0.0,0.0,81898.81,0.0,0,1,1,0,0
710.0,38.0,7.0,0.0,2.0,1.0,1.0,79240.9,0.0,1,0,1,0,0
635.0,38.0,9.0,0.0,2.0,1.0,1.0,182692.8,0.0,0,1,1,0,0
730.0,51.0,4.0,92636.96,1.0,1.0,1.0,160948.87,1.0,0,1,0,1,0
671.0,43.0,5.0,0.0,2.0,1.0,1.0,173511.72,0.0,0,1,0,0,1
592.0,31.0,3.0,0.0,2.0,1.0,0.0,141364.27,0.0,0,1,1,0,0
706.0,24.0,9.0,0.0,2.0,0.0,1.0,167066.95,0.0,0,1,0,0,1
687.0,38.0,6.0,91562.99,1.0,1.0,1.0,76614.06,0.0,1,0,1,0,0
715.0,42.0,6.0,0.0,2.0,1.0,1.0,108872.45,0.0,1,0,1,0,0
584.0,44.0,7.0,79475.3,1.0,0.0,0.0,101371.72,1.0,1,0,0,0,1
646.0,31.0,5.0,101851.8,1.0,1.0,1.0,94718.27,0.0,1,0,1,0,0
653.0,39.0,6.0,0.0,2.0,1.0,0.0,18094.96,0.0,0,1,1,0,0
732.0,40.0,7.0,0.0,2.0,0.0,0.0,102930.92,0.0,1,0,1,0,0
486.0,44.0,1.0,115142.9,1.0,1.0,0.0,138526.96,1.0,0,1,0,1,0
652.0,30.0,8.0,135070.58,2.0,1.0,1.0,181224.56,0.0,1,0,1,0,0
673.0,37.0,2.0,0.0,2.0,1.0,1.0,106837.06,0.0,0,1,1,0,0
595.0,46.0,1.0,0.0,1.0,1.0,0.0,126962.41,1.0,1,0,1,0,0
588.0,46.0,9.0,126444.08,1.0,1.0,0.0,167984.72,1.0,1,0,0,1,0
567.0,34.0,9.0,0.0,2.0,1.0,0.0,86937.2,0.0,0,1,1,0,0
706.0,41.0,5.0,0.0,2.0,1.0,1.0,177519.39,0.0,1,0,1,0,0
614.0,52.0,6.0,136476.02,3.0,1.0,0.0,134851.12,1.0,0,1,1,0,0
605.0,32.0,3.0,144772.69,1.0,0.0,1.0,57896.27,0.0,0,1,1,0,0
550.0,39.0,8.0,0.0,2.0,1.0,0.0,83022.84,0.0,0,1,1,0,0
687.0,36.0,6.0,0.0,2.0,1.0,0.0,79888.78,0.0,0,1,1,0,0
785.0,40.0,9.0,127806.91,1.0,0.0,0.0,161076.92,0.0,0,1,1,0,0
612.0,46.0,2.0,0.0,2.0,1.0,1.0,173899.42,0.0,0,1,0,0,1
667.0,35.0,3.0,0.0,2.0,1.0,0.0,167036.94,0.0,0,1,1,0,0
706.0,36.0,1.0,0.0,1.0,1.0,0.0,169381.9,1.0,0,1,1,0,0
657.0,36.0,5.0,125512.98,2.0,1.0,0.0,132298.26,0.0,1,0,0,1,0
674.0,40.0,7.0,105736.32,2.0,1.0,1.0,167784.28,0.0,0,1,0,1,0
685.0,39.0,4.0,0.0,2.0,1.0,1.0,97939.4,0.0,1,0,1,0,0
683.0,36.0,4.0,0.0,2.0,0.0,1.0,121085.72,0.0,0,1,1,0,0
695.0,39.0,9.0,0.0,2.0,1.0,0.0,167087.34,0.0,0,1,1,0,0
697.0,43.0,2.0,0.0,2.0,0.0,0.0,148564.76,0.0,1,0,1,0,0
709.0,49.0,8.0,0.0,3.0,1.0,0.0,99136.49,1.0,1,0,1,0,0
702.0,40.0,8.0,82931.75,1.0,1.0,0.0,4888.91,0.0,0,1,0,1,0
607.0,41.0,2.0,0.0,1.0,0.0,0.0,97623.42,0.0,0,1,0,0,1
535.0,42.0,10.0,100446.51,1.0,1.0,0.0,108887.44,0.0,1,0,1,0,0
721.0,46.0,4.0,102870.93,1.0,0.0,0.0,117831.88,1.0,0,1,0,1,0
667.0,55.0,10.0,123936.97,1.0,1.0,0.0,178045.97,1.0,0,1,0,1,0
682.0,31.0,4.0,0.0,2.0,0.0,0.0,173792.43,0.0,1,0,0,0,1
676.0,41.0,2.0,0.0,2.0,1.0,1.0,70529.0,0.0,0,1,1,0,0
646.0,29.0,9.0,92366.72,1.0,0.0,1.0,170819.01,0.0,0,1,1,0,0
639.0,41.0,10.0,0.0,2.0,1.0,0.0,97939.4,0.0,1,0,1,0,0
659.0,37.0,1.0,0.0,1.0,1.0,0.0,104721.5,0.0,0,1,1,0,0
636.0,37.0,9.0,0.0,2.0,0.0,0.0,73329.08,0.0,0,1,1,0,0
716.0,37.0,1.0,0.0,2.0,1.0,1.0,54865.52,0.0,0,1,1,0,0
850.0,45.0,9.0,0.0,2.0,0.0,0.0,73977.23,0.0,0,1,1,0,0
704.0,36.0,5.0,112230.38,1.0,0.0,0.0,48849.89,1.0,0,1,0,1,0
714.0,25.0,9.0,0.0,2.0,1.0,1.0,157567.37,0.0,0,1,1,0,0
651.0,45.0,5.0,0.0,2.0,1.0,1.0,178048.3,0.0,0,1,1,0,0
549.0,45.0,10.0,0.0,3.0,1.0,0.0,138527.56,1.0,1,0,0,0,1
758.0,39.0,10.0,0.0,2.0,1.0,1.0,126812.63,0.0,1,0,1,0,0
646.0,37.0,0.0,0.0,1.0,1.0,1.0,67979.35,0.0,1,0,0,0,1
601.0,37.0,0.0,0.0,2.0,1.0,1.0,129956.13,0.0,1,0,1,0,0
559.0,32.0,7.0,125155.83,1.0,1.0,1.0,144593.3,0.0,1,0,1,0,0
608.0,49.0,9.0,95488.82,1.0,1.0,1.0,127569.8,0.0,1,0,0,0,1
634.0,30.0,5.0,86824.09,2.0,1.0,1.0,138399.67,0.0,0,1,1,0,0
587.0,35.0,7.0,77826.8,1.0,0.0,1.0,131238.37,0.0,1,0,1,0,0
769.0,29.0,5.0,0.0,2.0,1.0,1.0,62402.38,0.0,1,0,0,0,1
756.0,40.0,10.0,0.0,2.0,1.0,1.0,162599.51,0.0,1,0,0,0,1
567.0,29.0,3.0,0.0,2.0,1.0,1.0,26342.33,0.0,0,1,1,0,0
753.0,35.0,6.0,147511.26,1.0,1.0,1.0,172576.43,0.0,0,1,1,0,0
523.0,43.0,7.0,0.0,2.0,1.0,1.0,77866.91,0.0,0,1,1,0,0
733.0,28.0,5.0,0.0,2.0,1.0,1.0,125979.36,0.0,1,0,1,0,0
705.0,34.0,6.0,124053.03,2.0,1.0,1.0,160162.42,0.0,0,1,1,0,0
593.0,41.0,7.0,137715.84,1.0,1.0,1.0,130664.79,0.0,0,1,0,0,1
582.0,34.0,8.0,0.0,2.0,1.0,1.0,179834.45,0.0,1,0,0,0,1
605.0,25.0,5.0,140614.06,1.0,1.0,0.0,183872.88,0.0,0,1,0,0,1
758.0,43.0,4.0,153058.64,1.0,1.0,0.0,51987.99,0.0,1,0,0,1,0
668.0,38.0,9.0,0.0,2.0,1.0,1.0,158043.11,0.0,0,1,1,0,0
652.0,42.0,3.0,0.0,1.0,1.0,1.0,28269.86,0.0,1,0,1,0,0
684.0,25.0,6.0,94912.78,1.0,1.0,1.0,180712.28,0.0,0,1,0,1,0
633.0,40.0,1.0,0.0,2.0,1.0,1.0,27239.28,0.0,0,1,1,0,0
709.0,39.0,0.0,57784.22,1.0,0.0,1.0,165626.6,1.0,1,0,1,0,0
593.0,61.0,2.0,0.0,1.0,1.0,1.0,61324.87,1.0,0,1,1,0,0
535.0,36.0,2.0,0.0,3.0,1.0,1.0,85424.24,1.0,1,0,0,0,1
686.0,36.0,9.0,0.0,2.0,0.0,0.0,122949.71,0.0,1,0,1,0,0
738.0,34.0,3.0,137648.41,1.0,0.0,0.0,53793.1,0.0,0,1,0,1,0
775.0,25.0,6.0,126473.33,1.0,1.0,0.0,77511.45,0.0,1,0,0,0,1
582.0,34.0,4.0,108541.04,1.0,1.0,1.0,147557.71,0.0,1,0,1,0,0
581.0,45.0,1.0,0.0,1.0,1.0,1.0,163427.18,1.0,0,1,1,0,0
642.0,41.0,4.0,0.0,2.0,1.0,1.0,185541.3,0.0,0,1,1,0,0
693.0,36.0,4.0,0.0,1.0,1.0,0.0,93783.0,0.0,1,0,1,0,0
663.0,36.0,5.0,0.0,1.0,0.0,1.0,161241.65,0.0,0,1,1,0,0
832.0,37.0,2.0,0.0,2.0,0.0,1.0,180932.46,0.0,0,1,0,0,1
590.0,36.0,7.0,0.0,2.0,0.0,1.0,67445.85,0.0,0,1,0,0,1
661.0,30.0,1.0,0.0,2.0,1.0,0.0,57904.22,0.0,0,1,1,0,0
717.0,53.0,8.0,0.0,1.0,1.0,1.0,111893.09,0.0,1,0,0,0,1
615.0,28.0,6.0,0.0,1.0,0.0,1.0,166677.53,1.0,1,0,0,0,1
850.0,37.0,5.0,0.0,2.0,1.0,1.0,38772.82,0.0,0,1,0,0,1
558.0,38.0,4.0,139393.19,2.0,1.0,0.0,160532.88,0.0,0,1,0,1,0
753.0,44.0,1.0,0.0,1.0,1.0,0.0,123870.81,0.0,0,1,1,0,0
613.0,43.0,5.0,0.0,1.0,1.0,1.0,149073.88,1.0,1,0,1,0,0
592.0,27.0,9.0,117799.28,1.0,1.0,1.0,62411.99,0.0,0,1,1,0,0
603.0,40.0,8.0,111723.08,1.0,1.0,1.0,132029.95,0.0,0,1,0,1,0
646.0,31.0,9.0,0.0,2.0,1.0,0.0,49778.79,0.0,0,1,1,0,0
644.0,44.0,7.0,0.0,2.0,1.0,0.0,152992.04,0.0,0,1,0,0,1
474.0,32.0,8.0,0.0,2.0,1.0,0.0,143049.72,0.0,0,1,1,0,0
586.0,22.0,6.0,144853.0,1.0,1.0,1.0,49848.86,0.0,0,1,1,0,0
731.0,47.0,8.0,0.0,1.0,1.0,0.0,189143.94,1.0,1,0,1,0,0
602.0,32.0,9.0,0.0,2.0,0.0,1.0,121747.96,0.0,1,0,0,0,1
439.0,33.0,9.0,0.0,1.0,0.0,1.0,116097.26,1.0,1,0,1,0,0
730.0,32.0,6.0,0.0,2.0,1.0,0.0,94949.84,0.0,0,1,0,0,1
586.0,40.0,3.0,96863.13,1.0,1.0,1.0,72993.65,0.0,1,0,1,0,0
703.0,25.0,7.0,93793.42,2.0,1.0,0.0,142513.5,0.0,1,0,0,1,0
714.0,35.0,1.0,0.0,1.0,1.0,0.0,186775.25,1.0,1,0,1,0,0
583.0,30.0,9.0,0.0,2.0,1.0,1.0,151887.16,0.0,0,1,0,0,1
754.0,39.0,1.0,149571.94,2.0,1.0,1.0,122488.59,1.0,1,0,1,0,0
711.0,42.0,2.0,92786.66,2.0,1.0,0.0,166909.66,0.0,1,0,0,1,0
667.0,43.0,5.0,0.0,2.0,1.0,0.0,102515.42,0.0,1,0,0,0,1
600.0,34.0,9.0,0.0,2.0,1.0,1.0,145558.61,0.0,1,0,0,0,1
581.0,57.0,3.0,0.0,2.0,1.0,0.0,91943.94,0.0,1,0,0,0,1
708.0,36.0,8.0,0.0,2.0,1.0,0.0,69244.24,0.0,0,1,1,0,0
597.0,34.0,9.0,0.0,1.0,1.0,1.0,159475.08,0.0,0,1,1,0,0
786.0,39.0,5.0,83727.68,1.0,0.0,0.0,75860.01,0.0,0,1,1,0,0
701.0,43.0,5.0,0.0,1.0,1.0,0.0,174918.46,1.0,0,1,1,0,0
676.0,30.0,4.0,0.0,2.0,1.0,1.0,88669.89,0.0,0,1,0,0,1
651.0,35.0,7.0,0.0,2.0,1.0,1.0,48426.98,0.0,1,0,1,0,0
588.0,40.0,4.0,0.0,1.0,1.0,1.0,81422.48,0.0,0,1,0,0,1
705.0,27.0,8.0,0.0,2.0,1.0,0.0,26116.82,0.0,0,1,1,0,0
635.0,32.0,3.0,0.0,2.0,1.0,0.0,74580.8,0.0,0,1,0,0,1
593.0,34.0,9.0,0.0,2.0,0.0,1.0,94978.1,0.0,0,1,1,0,0
841.0,31.0,2.0,0.0,2.0,1.0,1.0,181224.56,0.0,0,1,0,0,1
644.0,43.0,9.0,0.0,2.0,1.0,0.0,108645.85,0.0,1,0,1,0,0
624.0,33.0,7.0,116536.43,1.0,0.0,1.0,60728.89,0.0,0,1,1,0,0
741.0,31.0,9.0,0.0,2.0,1.0,1.0,182633.63,0.0,0,1,0,0,1
756.0,31.0,6.0,127974.06,2.0,0.0,1.0,149518.44,0.0,1,0,0,0,1
714.0,38.0,5.0,141528.88,1.0,1.0,0.0,146056.29,0.0,1,0,0,0,1
718.0,29.0,5.0,0.0,2.0,1.0,1.0,139024.31,0.0,0,1,0,0,1
565.0,33.0,7.0,0.0,2.0,1.0,0.0,74048.1,0.0,0,1,1,0,0
713.0,32.0,4.0,120867.18,1.0,0.0,1.0,5985.36,0.0,0,1,1,0,0
590.0,36.0,3.0,0.0,2.0,1.0,0.0,63736.17,0.0,0,1,0,0,1
554.0,52.0,7.0,0.0,1.0,1.0,1.0,112395.98,1.0,0,1,1,0,0
617.0,43.0,5.0,0.0,2.0,0.0,1.0,147533.09,0.0,0,1,0,0,1
752.0,38.0,5.0,127616.56,1.0,1.0,1.0,140882.2,0.0,1,0,1,0,0
622.0,31.0,2.0,0.0,2.0,1.0,0.0,153983.99,0.0,1,0,1,0,0
651.0,54.0,5.0,0.0,2.0,1.0,1.0,178067.33,0.0,0,1,1,0,0
709.0,33.0,4.0,141604.76,1.0,0.0,0.0,47729.33,0.0,1,0,0,0,1
646.0,30.0,5.0,125169.26,1.0,1.0,1.0,143598.7,0.0,1,0,1,0,0
673.0,36.0,1.0,93955.83,2.0,1.0,0.0,93777.21,0.0,1,0,0,1,0
545.0,31.0,8.0,0.0,2.0,1.0,1.0,74854.67,0.0,0,1,1,0,0
674.0,42.0,10.0,0.0,2.0,1.0,0.0,184514.01,0.0,1,0,0,0,1
696.0,54.0,7.0,0.0,1.0,0.0,0.0,177624.01,1.0,0,1,0,0,1
685.0,54.0,4.0,0.0,1.0,0.0,1.0,9684.52,1.0,0,1,1,0,0
596.0,29.0,2.0,114386.85,2.0,1.0,0.0,131712.56,0.0,0,1,0,1,0
730.0,32.0,2.0,0.0,2.0,1.0,0.0,71830.1,0.0,1,0,1,0,0
678.0,42.0,8.0,0.0,2.0,0.0,0.0,28238.25,1.0,0,1,0,0,1
641.0,35.0,6.0,120911.75,1.0,1.0,1.0,117507.11,1.0,0,1,0,1,0
624.0,42.0,1.0,0.0,2.0,1.0,1.0,118429.02,0.0,0,1,0,0,1
604.0,32.0,0.0,0.0,2.0,0.0,1.0,142917.54,0.0,0,1,1,0,0
653.0,32.0,8.0,0.0,2.0,1.0,1.0,121085.72,0.0,0,1,0,0,1
697.0,29.0,9.0,130142.79,1.0,0.0,1.0,107955.67,0.0,1,0,0,1,0
656.0,35.0,7.0,0.0,2.0,0.0,1.0,46735.19,0.0,1,0,1,0,0
732.0,37.0,0.0,0.0,1.0,1.0,0.0,61240.83,0.0,1,0,0,0,1
679.0,41.0,5.0,141782.57,1.0,0.0,0.0,126565.84,0.0,0,1,1,0,0
797.0,33.0,4.0,0.0,1.0,1.0,1.0,101273.23,0.0,1,0,0,0,1
712.0,30.0,4.0,106603.74,1.0,1.0,0.0,156476.36,1.0,0,1,0,1,0
735.0,22.0,7.0,0.0,2.0,1.0,1.0,72350.37,0.0,1,0,1,0,0
743.0,37.0,4.0,126817.65,1.0,1.0,0.0,47722.79,1.0,0,1,0,1,0
655.0,36.0,9.0,0.0,1.0,1.0,0.0,145700.22,1.0,1,0,1,0,0
594.0,29.0,9.0,0.0,2.0,0.0,0.0,131662.47,0.0,0,1,1,0,0
627.0,52.0,2.0,0.0,1.0,1.0,0.0,126517.46,1.0,0,1,1,0,0
850.0,41.0,5.0,0.0,1.0,1.0,0.0,28805.09,0.0,0,1,0,0,1
755.0,40.0,3.0,122338.21,2.0,1.0,0.0,54869.54,0.0,0,1,0,1,0
835.0,50.0,10.0,0.0,2.0,1.0,0.0,119232.33,1.0,0,1,1,0,0
662.0,32.0,9.0,0.0,2.0,1.0,1.0,175070.94,0.0,0,1,1,0,0
592.0,28.0,8.0,0.0,2.0,1.0,0.0,146891.07,0.0,1,0,0,0,1
844.0,32.0,5.0,0.0,1.0,0.0,0.0,112395.98,1.0,1,0,1,0,0
565.0,40.0,3.0,0.0,1.0,0.0,0.0,181893.31,1.0,1,0,0,0,1
584.0,38.0,4.0,157761.56,1.0,1.0,1.0,101433.76,0.0,0,1,1,0,0
681.0,34.0,5.0,0.0,1.0,1.0,1.0,138526.96,0.0,0,1,1,0,0
710.0,40.0,4.0,0.0,2.0,1.0,1.0,169894.4,0.0,1,0,1,0,0
707.0,25.0,4.0,0.0,2.0,1.0,1.0,174027.3,0.0,0,1,1,0,0
792.0,35.0,2.0,0.0,2.0,1.0,1.0,132547.02,0.0,0,1,1,0,0
744.0,34.0,2.0,0.0,2.0,1.0,1.0,154460.68,0.0,1,0,1,0,0
727.0,32.0,6.0,0.0,2.0,1.0,1.0,100618.17,0.0,0,1,0,0,1
815.0,34.0,6.0,0.0,2.0,0.0,1.0,86420.29,0.0,0,1,1,0,0
695.0,25.0,8.0,141573.55,1.0,1.0,1.0,64872.55,0.0,0,1,1,0,0
581.0,32.0,0.0,0.0,2.0,1.0,0.0,180736.24,0.0,0,1,1,0,0
732.0,29.0,9.0,0.0,2.0,1.0,1.0,176570.55,0.0,0,1,1,0,0
598.0,38.0,6.0,0.0,2.0,1.0,0.0,143980.29,0.0,0,1,1,0,0
648.0,36.0,1.0,120867.18,1.0,1.0,0.0,59659.53,0.0,0,1,0,0,1
763.0,35.0,8.0,0.0,2.0,1.0,1.0,152843.53,0.0,1,0,1,0,0
734.0,27.0,2.0,130274.22,1.0,1.0,0.0,142331.85,0.0,0,1,0,0,1
629.0,35.0,6.0,0.0,1.0,0.0,0.0,161653.5,1.0,1,0,0,0,1
803.0,39.0,4.0,0.0,2.0,1.0,0.0,149097.38,0.0,1,0,1,0,0
679.0,39.0,7.0,0.0,2.0,0.0,1.0,91359.77,0.0,0,1,0,0,1
521.0,31.0,1.0,0.0,2.0,1.0,0.0,84699.56,0.0,1,0,1,0,0
703.0,35.0,4.0,115764.32,2.0,1.0,0.0,80552.11,0.0,0,1,0,1,0
699.0,37.0,9.0,96956.1,1.0,1.0,0.0,157097.09,0.0,1,0,1,0,0
589.0,37.0,8.0,0.0,1.0,1.0,0.0,197015.2,0.0,0,1,1,0,0
707.0,27.0,8.0,0.0,2.0,1.0,1.0,141872.05,0.0,1,0,1,0,0
573.0,52.0,6.0,152805.05,1.0,0.0,1.0,100717.54,1.0,0,1,1,0,0
632.0,27.0,1.0,0.0,1.0,1.0,1.0,156878.42,0.0,0,1,0,0,1
724.0,35.0,6.0,0.0,2.0,1.0,1.0,153917.41,0.0,0,1,1,0,0
693.0,28.0,8.0,115488.52,1.0,1.0,0.0,124596.63,0.0,1,0,1,0,0
850.0,31.0,4.0,0.0,2.0,1.0,1.0,93820.49,0.0,0,1,0,0,1
639.0,40.0,1.0,0.0,1.0,1.0,1.0,141533.19,0.0,0,1,0,0,1
714.0,33.0,3.0,0.0,1.0,1.0,1.0,93820.49,1.0,1,0,1,0,0
545.0,34.0,8.0,0.0,2.0,0.0,0.0,140166.95,0.0,1,0,1,0,0
644.0,45.0,4.0,127772.1,2.0,0.0,1.0,136886.86,0.0,0,1,0,1,0
638.0,29.0,7.0,0.0,2.0,1.0,0.0,121402.61,0.0,1,0,1,0,0
591.0,30.0,8.0,0.0,2.0,1.0,1.0,180598.86,0.0,1,0,1,0,0
752.0,40.0,10.0,0.0,2.0,1.0,1.0,141035.65,0.0,0,1,1,0,0
668.0,37.0,7.0,141573.55,1.0,0.0,1.0,68400.14,0.0,1,0,0,0,1
598.0,38.0,9.0,110824.52,1.0,1.0,0.0,120853.83,0.0,0,1,1,0,0
805.0,32.0,4.0,0.0,2.0,0.0,1.0,122433.09,0.0,1,0,1,0,0
545.0,72.0,2.0,0.0,1.0,1.0,1.0,73669.94,0.0,1,0,0,0,1
693.0,42.0,4.0,0.0,2.0,1.0,0.0,83499.89,0.0,1,0,1,0,0
757.0,33.0,7.0,0.0,2.0,1.0,1.0,50404.72,0.0,0,1,1,0,0
603.0,32.0,1.0,0.0,2.0,1.0,0.0,71738.56,0.0,0,1,1,0,0
588.0,49.0,2.0,136958.07,1.0,1.0,0.0,182354.46,0.0,0,1,0,1,0
721.0,29.0,6.0,0.0,2.0,0.0,0.0,178393.68,0.0,0,1,1,0,0
644.0,32.0,9.0,71786.8,1.0,0.0,1.0,121592.5,0.0,1,0,0,0,1
586.0,42.0,9.0,0.0,1.0,1.0,0.0,161388.22,1.0,0,1,1,0,0
636.0,39.0,8.0,80958.13,1.0,1.0,1.0,83629.6,0.0,1,0,0,1,0
762.0,33.0,1.0,0.0,2.0,1.0,0.0,57844.26,0.0,0,1,1,0,0
743.0,35.0,9.0,0.0,1.0,1.0,0.0,103799.77,0.0,0,1,1,0,0
564.0,39.0,5.0,0.0,2.0,1.0,1.0,107811.28,0.0,0,1,1,0,0
684.0,35.0,2.0,125923.35,1.0,0.0,1.0,81292.33,0.0,1,0,0,1,0
675.0,36.0,6.0,97544.29,2.0,1.0,1.0,71843.95,0.0,0,1,0,0,1
697.0,31.0,9.0,0.0,2.0,1.0,1.0,107839.03,0.0,0,1,1,0,0
757.0,34.0,4.0,0.0,2.0,1.0,0.0,91711.66,0.0,0,1,0,0,1
602.0,54.0,5.0,118626.55,1.0,0.0,1.0,51636.2,1.0,1,0,0,1,0
614.0,43.0,1.0,106937.05,2.0,0.0,1.0,149814.68,1.0,0,1,0,1,0
577.0,29.0,5.0,0.0,2.0,1.0,0.0,143882.25,0.0,0,1,1,0,0
678.0,43.0,4.0,0.0,3.0,0.0,0.0,174098.28,1.0,0,1,0,0,1
686.0,37.0,10.0,0.0,1.0,0.0,0.0,173495.77,0.0,0,1,1,0,0
639.0,31.0,1.0,0.0,2.0,1.0,0.0,55313.44,0.0,0,1,1,0,0
573.0,40.0,3.0,0.0,2.0,1.0,1.0,56594.57,0.0,1,0,1,0,0
752.0,29.0,2.0,0.0,2.0,1.0,0.0,118740.39,0.0,1,0,0,0,1
668.0,30.0,4.0,0.0,1.0,1.0,0.0,143538.51,1.0,1,0,0,0,1
743.0,29.0,6.0,127655.22,1.0,1.0,1.0,85937.53,0.0,1,0,0,1,0
725.0,31.0,1.0,132287.92,1.0,0.0,0.0,109291.22,0.0,0,1,1,0,0
763.0,52.0,7.0,122831.58,2.0,1.0,0.0,147797.54,1.0,1,0,0,1,0
605.0,27.0,8.0,0.0,2.0,0.0,1.0,181605.85,0.0,0,1,1,0,0
699.0,45.0,2.0,0.0,2.0,0.0,1.0,121098.65,0.0,0,1,1,0,0
592.0,36.0,3.0,0.0,2.0,1.0,1.0,119327.75,0.0,0,1,0,0,1
634.0,30.0,2.0,0.0,2.0,0.0,0.0,129964.94,0.0,0,1,1,0,0
637.0,33.0,3.0,131769.04,1.0,1.0,0.0,182944.47,0.0,1,0,1,0,0
577.0,41.0,3.0,97700.02,1.0,0.0,0.0,137028.51,1.0,1,0,1,0,0
686.0,42.0,3.0,0.0,2.0,0.0,1.0,86791.9,0.0,0,1,0,0,1
662.0,45.0,10.0,0.0,1.0,0.0,0.0,183568.44,1.0,1,0,1,0,0
664.0,37.0,1.0,125789.69,1.0,1.0,1.0,152491.11,1.0,0,1,1,0,0
567.0,30.0,3.0,0.0,2.0,1.0,1.0,86657.48,0.0,0,1,1,0,0
684.0,37.0,5.0,0.0,2.0,1.0,1.0,116466.19,0.0,1,0,1,0,0
696.0,35.0,3.0,0.0,1.0,1.0,0.0,51387.1,0.0,0,1,1,0,0
605.0,36.0,8.0,0.0,2.0,1.0,1.0,24400.37,0.0,0,1,0,0,1
592.0,43.0,8.0,132759.8,1.0,1.0,0.0,140780.8,1.0,0,1,0,1,0
579.0,32.0,5.0,0.0,1.0,1.0,1.0,164257.37,0.0,1,0,1,0,0
667.0,30.0,2.0,0.0,2.0,1.0,1.0,56865.62,0.0,1,0,1,0,0
434.0,33.0,2.0,0.0,2.0,1.0,0.0,173464.43,0.0,0,1,1,0,0
707.0,40.0,3.0,0.0,2.0,1.0,0.0,55868.97,0.0,0,1,1,0,0
573.0,34.0,10.0,0.0,2.0,0.0,1.0,129562.74,0.0,0,1,1,0,0
589.0,36.0,3.0,0.0,2.0,0.0,1.0,51345.39,0.0,1,0,1,0,0
562.0,40.0,9.0,94348.52,1.0,1.0,0.0,74838.64,1.0,0,1,0,1,0
727.0,37.0,5.0,0.0,1.0,1.0,0.0,186489.95,0.0,1,0,1,0,0
684.0,32.0,2.0,93955.83,2.0,1.0,1.0,177670.57,0.0,1,0,0,1,0
678.0,34.0,6.0,0.0,2.0,1.0,0.0,166526.26,0.0,0,1,1,0,0
745.0,35.0,4.0,0.0,2.0,1.0,0.0,140746.13,0.0,1,0,1,0,0
696.0,37.0,4.0,0.0,2.0,0.0,0.0,102021.39,0.0,0,1,0,0,1
603.0,38.0,9.0,0.0,2.0,1.0,1.0,64448.36,0.0,0,1,1,0,0
567.0,36.0,4.0,0.0,2.0,1.0,1.0,58854.88,0.0,1,0,1,0,0
